,Cluster,Organization,Conditionality,Restriction,Delivery mechanism,"Status (Completed, Ongoing, planned)",April Individuals,Region,District
1266,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Hiraan,Belet Weyne
1267,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Hiraan,Belet Weyne
1268,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1680,Hiraan,Bulo Burto
1269,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,780,Hiraan,Bulo Burto
1270,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,600,Hiraan,Bulo Burto
1271,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,600,Hiraan,Bulo Burto
1272,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Hiraan,Bulo Burto
1273,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Hiraan,Bulo Burto
1274,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Hiraan,Bulo Burto
1275,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,480,Hiraan,Bulo Burto
1276,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,480,Hiraan,Bulo Burto
1277,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Hiraan,Bulo Burto
1278,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,6870,Hiraan,Bulo Burto
1279,Food security,APD,Unconditional,Restricted,E-voucher,ongoing,10500,Hiraan,Bulo Burto
1280,Food security,APD,Unconditional,Unrestricted,e-voucher,ongoing,1200,Sanaag,Ceerigaabo
1281,Food security,AWCC,Cash for Training,Unspecified,Unspecified,ongoing,2000,Lower Shabelle,Marka
1282,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,2244,Woqooyi Galbeed,Hargeysa
1283,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,954,Woqooyi Galbeed,Hargeysa
1284,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,1140,Woqooyi Galbeed,Hargeysa
1285,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,1056,Woqooyi Galbeed,Hargeysa
1286,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,2244,Woqooyi Galbeed,Hargeysa
1287,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,1194,Woqooyi Galbeed,Hargeysa
1288,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,1740,Woqooyi Galbeed,Hargeysa
1289,Food security,APD,Unconditional,Restricted,Cash in hand,ongoing,1170,Woqooyi Galbeed,Hargeysa
1290,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,1116,Woqooyi Galbeed,Hargeysa
1291,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,2244,Woqooyi Galbeed,Hargeysa
1292,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,954,Woqooyi Galbeed,Hargeysa
1293,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,1140,Woqooyi Galbeed,Hargeysa
1294,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,1056,Woqooyi Galbeed,Hargeysa
1295,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,2244,Woqooyi Galbeed,Hargeysa
1296,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,1194,Woqooyi Galbeed,Hargeysa
1297,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,1740,Woqooyi Galbeed,Hargeysa
1298,Food security,APD,Unconditional,Restricted,Cash in hand,ongoing,1170,Woqooyi Galbeed,Hargeysa
1299,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,1116,Woqooyi Galbeed,Hargeysa
1300,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,360,Woqooyi Galbeed,Hargeysa
1301,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,480,Woqooyi Galbeed,Hargeysa
1302,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,600,Woqooyi Galbeed,Hargeysa
1303,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,420,Woqooyi Galbeed,Hargeysa
1304,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,480,Woqooyi Galbeed,Hargeysa
1305,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,330,Woqooyi Galbeed,Hargeysa
1306,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,0,Woqooyi Galbeed,Hargeysa
1307,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,600,Woqooyi Galbeed,Hargeysa
1308,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,690,Woqooyi Galbeed,Hargeysa
1309,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,480,Woqooyi Galbeed,Hargeysa
1310,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,480,Woqooyi Galbeed,Hargeysa
1311,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,660,Woqooyi Galbeed,Hargeysa
1312,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,300,Woqooyi Galbeed,Hargeysa
1313,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,390,Woqooyi Galbeed,Hargeysa
1314,Food security,APD,Unconditional,Restricted,e-voucher,ongoing,660,Woqooyi Galbeed,Gebiley
1315,Education,ADRA,Unspecified,Unspecified,Unspecified,Unspecified,8,Lower Juba,Kismayo
1316,Education,ADRA,Unspecified,Unspecified,Unspecified,Unspecified,8,Lower Juba,Kismayo
1317,Education,ADRA,Unspecified,Unspecified,Unspecified,Unspecified,8,Lower Juba,Kismayo
1318,Education,ADRA,Unspecified,Unspecified,Unspecified,Unspecified,4,Lower Juba,Kismayo
1319,Education,ADRA,Unspecified,Unspecified,Unspecified,Unspecified,5,Lower Juba,Kismayo
1320,Education,ADRA,Unspecified,Unspecified,Unspecified,Unspecified,6,Lower Juba,Kismayo
1321,Education,CWW,Unspecified,Unspecified,Unspecified,Unspecified,3,Banadir,Mogadishu/Wadajir
1322,Education,CWW,Unspecified,Unspecified,Unspecified,Unspecified,3,Banadir,Mogadishu/Dharkenley
1323,Education,CWW,Unspecified,Unspecified,Unspecified,Unspecified,6,Banadir,Mogadishu/Daynile
1324,Education,CWW,Unspecified,Unspecified,Unspecified,Unspecified,3,Banadir,Mogadishu/Daynile
1325,Education,CWW,Unspecified,Unspecified,Unspecified,Unspecified,5,Bay,Baidoa
1326,Education,CWW,Unspecified,Unspecified,Unspecified,Unspecified,0,Bay,Baidoa
1327,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,0,Gedo,Baardheere
1328,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,0,Gedo,Baardheere
1329,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,0,Gedo,Garbahaarey
1330,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,0,Gedo,Garbahaarey
1331,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,0,Gedo,Garbahaarey
1332,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,10,Gedo,Garbahaarey
1333,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,0,Gedo,Baardheere
1334,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,0,Gedo,Baardheere
1335,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,0,Gedo,Luuq
1336,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,0,Gedo,Belet Xaawo
1337,Education,HIRDA,Unspecified,Unspecified,Unspecified,Unspecified,0,Gedo,Belet Xaawo
1338,Education,INTERSOS,Unspecified,Unspecified,Unspecified,Unspecified,4,Bay,Baidoa
1339,Education,INTERSOS,Unspecified,Unspecified,Unspecified,Unspecified,4,Bay,Baidoa
1340,Education,INTERSOS,Unspecified,Unspecified,Unspecified,Unspecified,4,Bay,Baidoa
1341,Education,INTERSOS,Unspecified,Unspecified,Unspecified,Unspecified,4,Bay,Baidoa
1342,Education,INTERSOS,Unspecified,Unspecified,Unspecified,Unspecified,0,Bay,Baidoa
1343,Education,INTERSOS,Unspecified,Unspecified,Unspecified,Unspecified,4,Bay,Baidoa
1344,Education,INTERSOS,Unspecified,Unspecified,Unspecified,Unspecified,4,Bay,Baidoa
1345,Education,INTERSOS,Unspecified,Unspecified,Unspecified,Unspecified,4,Bay,Baidoa
1346,Education,INTERSOS,Unspecified,Unspecified,Unspecified,Unspecified,4,Bay,Baidoa
1347,Education,NCA,Unspecified,Unspecified,Unspecified,Unspecified,5,Gedo,Luuq
1348,Education,NCA,Unspecified,Unspecified,Unspecified,Unspecified,5,Gedo,Luuq
1349,Education,NCA,Unspecified,Unspecified,Unspecified,Unspecified,5,Gedo,Luuq
1350,Education,NCA,Unspecified,Unspecified,Unspecified,Unspecified,10,Gedo,Luuq
1351,Education,NCA,Unspecified,Unspecified,Unspecified,Unspecified,5,Gedo,Luuq
1352,Education,NCA,Unspecified,Unspecified,Unspecified,Unspecified,5,Gedo,Luuq
1353,Education,NCA,Unspecified,Unspecified,Unspecified,Unspecified,4,Gedo,Luuq
1354,Education,NCA,Unspecified,Unspecified,Unspecified,Unspecified,5,Gedo,Luuq
1355,Education,NRC,Unspecified,Unspecified,Unspecified,Unspecified,6,Bay,Baidoa
1356,Education,NRC,Unspecified,Unspecified,Unspecified,Unspecified,6,Bay,Baidoa
1357,Education,NRC,Unspecified,Unspecified,Unspecified,Unspecified,6,Bay,Baidoa
1358,Education,NRC,Unspecified,Unspecified,Unspecified,Unspecified,8,Bay,Baidoa
1359,Education,NRC,Unspecified,Unspecified,Unspecified,Unspecified,9,Bay,Baidoa
1360,Education,NRC,Unspecified,Unspecified,Unspecified,Unspecified,6,Bay,Baidoa
1361,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,2,Nugaal,Burtinle
1362,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,0,Galgaduud,Cabudwaaq
1363,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,1,Bari,Qardho
1364,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,9,Hiraan,Belet Weyne
1365,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,8,Hiraan,Belet Weyne
1366,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,5,Galgaduud,Cabudwaaq
1367,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,0,Hiraan,Belet Weyne
1368,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,9,Hiraan,Belet Weyne
1369,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,6,Hiraan,Belet Weyne
1370,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,5,Galgaduud,Cabudwaaq
1371,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,3,Hiraan,Belet Weyne
1372,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,4,Hiraan,Belet Weyne
1373,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,4,Galgaduud,Cabudwaaq
1374,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,1,Nugaal,Garowe
1375,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,2,Nugaal,Garowe
1376,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,2,Nugaal,Garowe
1377,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,1,Nugaal,Garowe
1378,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,1,Nugaal,Garowe
1379,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,5,Galgaduud,Cabudwaaq
1380,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,4,Banadir,Mogadishu/Daynile
1381,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,0,Galgaduud,Cabudwaaq
1382,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,1,Bari,Qardho
1383,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,1,Bari,Qardho
1384,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,1,Bari,Qardho
1385,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,0,Hiraan,Belet Weyne
1386,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,2,Nugaal,Garowe
1387,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,6,Galgaduud,Cabudwaaq
1388,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,10,Galgaduud,Cabudwaaq
1389,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,6,Galgaduud,Cabudwaaq
1390,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,6,Galgaduud,Cabudwaaq
1391,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,8,Hiraan,Belet Weyne
1392,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,0,Hiraan,Belet Weyne
1393,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,0,Hiraan,Belet Weyne
1394,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,9,Hiraan,Belet Weyne
1395,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,3,Hiraan,Belet Weyne
1396,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,3,Hiraan,Belet Weyne
1397,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,3,Hiraan,Belet Weyne
1398,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,10,Hiraan,Belet Weyne
1399,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,6,Hiraan,Belet Weyne
1400,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,4,Galgaduud,Cabudwaaq
1401,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,10,Galgaduud,Cabudwaaq
1402,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,5,Galgaduud,Cabudwaaq
1403,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,0,Galgaduud,Cabudwaaq
1404,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,0,Galgaduud,Cabudwaaq
1405,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,0,Galgaduud,Cabudwaaq
1406,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,3,Hiraan,Belet Weyne
1407,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,1,Nugaal,Burtinle
1408,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,1,Nugaal,Burtinle
1409,Education,SCI,Unspecified,Unspecified,Unspecified,Unspecified,6,Galgaduud,Cabudwaaq
1410,Education,SHARDO,Unspecified,Unspecified,Unspecified,Unspecified,3,Middle Shabelle,Balcad
1411,Education,SHARDO,Unspecified,Unspecified,Unspecified,Unspecified,3,Middle Shabelle,Cadale
1412,Education,SHARDO,Unspecified,Unspecified,Unspecified,Unspecified,3,Middle Shabelle,Balcad
1413,Education,SSDA,Unspecified,Unspecified,Unspecified,Unspecified,,Mudug,Gaalkacyo
1414,Education,SSDA,Unspecified,Unspecified,Unspecified,Unspecified,,Mudug,Hobyo
1415,Education,SSDA,Unspecified,Unspecified,Unspecified,Unspecified,,Mudug,Hobyo
1416,Education,SSDA,Unspecified,Unspecified,Unspecified,Unspecified,,Mudug,Gaalkacyo
1417,Education,SSDA,Unspecified,Unspecified,Unspecified,Unspecified,,Mudug,Gaalkacyo
1418,Education,SSDA,Unspecified,Unspecified,Unspecified,Unspecified,,Mudug,Hobyo
1419,Education,WVI,Unspecified,Unspecified,Unspecified,Unspecified,7,Nugaal,Eyl
1420,Education,WVI,Unspecified,Unspecified,Unspecified,Unspecified,5,Nugaal,Eyl
1421,Education,WVI,Unspecified,Unspecified,Unspecified,Unspecified,8,Nugaal,Eyl
1422,Education,WVI,Unspecified,Unspecified,Unspecified,Unspecified,10,Nugaal,Eyl
1423,Education,WVI,Unspecified,Unspecified,Unspecified,Unspecified,5,Nugaal,Eyl
1424,Education,RI,Unspecified,Unspecified,Unspecified,Unspecified,,,
1425,Food security,Mercy Corps,Cash for Training,Unspecified,Unspecified,ongoing,20,Middle Shabelle,Jowhar
1426,Education,Mercy Corps,Unspecified,Unspecified,Mobile money transfer,Unspecified,,Lower Juba,
1427,Education,Mercy Corps,Unspecified,Unspecified,Mobile money transfer,Unspecified,,Banadir,
1428,Shelter,IOM,Unspecified,Unspecified,Unspecified,ongoing,3840,Banadir,Daynile
1429,Shelter,IOM,Unspecified,Unspecified,Unspecified,ongoing,3900,Banadir,Daynile
1430,Shelter,IOM,Unspecified,Unspecified,Unspecified,ongoing,3900,Banadir,Daynile
1431,Shelter,IOM,Unspecified,Unspecified,Unspecified,ongoing,1560,Banadir,Daynile
1432,Shelter,IOM,Unspecified,Unspecified,Unspecified,ongoing,5400,Banadir,Daynile
1433,Shelter,NRC,Unspecified,Unspecified,Unspecified,ongoing,5400,Banadir,Kahda
1434,Shelter,NRC,Unspecified,Unspecified,Unspecified,ongoing,5400,Banadir,Kahda
1435,Shelter,DKH,Unspecified,Unspecified,Unspecified,ongoing,7962,Banadir,
1436,Shelter,DKH,Unspecified,Unspecified,Unspecified,ongoing,7962,Banadir,
1437,Shelter,NRC,Unspecified,Unspecified,Unspecified,ongoing,1800,Banadir,
1438,Shelter,NRC,Unspecified,Unspecified,Unspecified,ongoing,5400,Galgaduud,
1439,Shelter,NRC,Unspecified,Unspecified,Unspecified,ongoing,960,Gedo,Luuq
1440,Shelter,NRC,Unspecified,Unspecified,Unspecified,ongoing,3000,Hiraan,Belet Weyne
1441,Shelter,NRC,Unspecified,Unspecified,Unspecified,ongoing,5400,Hiraan,
1442,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1086,Bay,Baidoa
1443,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1098,Bay,Baidoa
1444,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1332,Bay,Baidoa
1445,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,576,Bay,Baidoa
1446,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,450,Bay,Baidoa
1447,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,942,Bay,Baidoa
1448,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,936,Bay,Baidoa
1449,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,654,Bay,Baidoa
1450,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,672,Bay,Baidoa
1451,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,702,Bay,Baidoa
1452,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,324,Bay,Baidoa
1453,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,792,Bay,Baidoa
1454,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,612,Bay,Baidoa
1455,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,924,Bay,Baidoa
1456,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,810,Bay,Baidoa
1457,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,750,Bay,Baidoa
1458,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,888,Bay,Baidoa
1459,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,918,Bay,Baidoa
1460,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,570,Bay,Baidoa
1461,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,522,Bay,Baidoa
1462,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,594,Bay,Baidoa
1463,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Bay,Baidoa
1464,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,4572,Bay,Baidoa
1465,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,4092,Bay,Baidoa
1466,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,3774,Bay,Baidoa
1467,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,3198,Bay,Baidoa
1468,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1116,Bay,Baidoa
1469,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Gedo,Belet Xaawo
1470,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Gedo,Belet Xaawo
1471,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Gedo,Belet Xaawo
1472,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Gedo,Belet Xaawo
1473,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Gedo,Belet Xaawo
1474,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Gedo,Belet Xaawo
1475,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Gedo,Belet Xaawo
1476,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Gedo,Belet Xaawo
1477,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,384,Gedo,Belet Xaawo
1478,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Gedo,Belet Xaawo
1479,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Gedo,Ceel Waaq
1480,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Gedo,Ceel Waaq
1481,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Gedo,Ceel Waaq
1482,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Gedo,Ceel Waaq
1483,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Gedo,Ceel Waaq
1484,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Gedo,Ceel Waaq
1485,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Gedo,Ceel Waaq
1486,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,336,Gedo,Ceel Waaq
1487,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Gedo,Belet Xaawo
1488,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Gedo,Belet Xaawo
1489,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Gedo,Belet Xaawo
1490,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Gedo,Belet Xaawo
1491,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Gedo,Belet Xaawo
1492,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Gedo,Ceel Waaq
1493,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Gedo,Ceel Waaq
1494,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Gedo,Ceel Waaq
1495,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Gedo,Ceel Waaq
1496,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Gedo,Ceel Waaq
1497,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,3840,Banadir,Bulla-Warbo
1498,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1332,Banadir,Cubeyd
1499,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1200,Banadir,Geedoole
1500,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,534,Banadir,Doolaawe
1501,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1224,Banadir,Rabi-Suge
1502,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1272,Banadir,Nimcaan
1503,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,276,Banadir,Aflah
1504,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,600,Banadir,Ramadheer
1505,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1632,Banadir,Kurtuun Warey
1506,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1218,Banadir,Iiman
1507,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,168,Banadir,ZanZibaa
1508,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1728,Banadir,Kamiil
1509,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1122,Banadir,Farsamo
1510,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,528,Banadir,Shaqlane
1511,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,288,Banadir,Zabiid
1512,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,414,Banadir,Al-raxma
1513,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,918,Banadir,Manaas
1514,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,612,Banadir,Galcaad
1515,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,858,Banadir,Gumeysidiid
1516,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,396,Banadir,Bismilahi
1517,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Shabelle, Afgoye
1518,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Shabelle, Afgoye
1519,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Shabelle, Afgoye
1520,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Shabelle, Afgoye
1521,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Shabelle, Afgoye
1522,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Shabelle,Wanla Weyn
1523,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Shabelle,Wanla Weyn
1524,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Shabelle, Afgoye
1525,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Shabelle, Afgoye
1526,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,completed,,Lower Shabelle, Afgoye
1527,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,960,Lower Shabelle, Afgoye
1528,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1080,Lower Shabelle, Afgoye
1529,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,660,Lower Shabelle,Wanla Weyn
1530,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,540,Lower Shabelle,Wanla Weyn
1531,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,2400,Lower Shabelle,Wanla Weyn
1532,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1374,Bay,Wanlaweyn
1533,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,588,Bay,Wanlaweyn
1534,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,1038,Bay,Wanlaweyn
1535,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,2700,Lower Shabelle,Afgoye
1536,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,600,Lower Shabelle,Afgoye
1537,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,660,Lower Shabelle,Afgoye
1538,Food security,CWW,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Lower Shabelle,Afgoye
